id,CGPA,Academic Pressure,Work Pressure,Study Satisfaction,Job Satisfaction,Work/Study Hours
71578,8.74,3.0,0.0,3.0,0.0,7.0
71580,7.1,3.0,0.0,4.0,0.0,12.0
71591,9.31,5.0,0.0,2.0,0.0,5.0
71605,5.7,2.0,0.0,3.0,0.0,10.0
71608,5.8,1.0,0.0,4.0,0.0,11.0
71619,7.8,1.0,0.0,3.0,0.0,10.0
71622,5.32,3.0,0.0,2.0,0.0,11.0
71624,6.88,2.0,0.0,1.0,0.0,4.0
71626,5.32,1.0,0.0,1.0,0.0,12.0
71629,6.83,1.0,0.0,1.0,0.0,10.0
71630,9.89,3.0,0.0,2.0,0.0,4.0
71635,8.95,4.0,0.0,3.0,0.0,2.0
71639,8.14,4.0,0.0,1.0,0.0,6.0
71641,5.44,3.0,0.0,3.0,0.0,7.0
71646,6.99,1.0,0.0,3.0,0.0,8.0
71649,5.72,5.0,0.0,1.0,0.0,10.0
71651,6.37,5.0,0.0,4.0,0.0,5.0
71652,7.07,1.0,0.0,3.0,0.0,4.0
71655,9.97,5.0,0.0,1.0,0.0,11.0
71674,6.37,5.0,0.0,3.0,0.0,8.0
71681,9.31,2.0,0.0,3.0,0.0,2.0
71684,8.91,1.0,0.0,2.0,0.0,9.0
71687,8.08,5.0,0.0,1.0,0.0,5.0
71708,7.47,3.0,0.0,1.0,0.0,12.0
71710,9.24,4.0,0.0,3.0,0.0,4.0
71712,9.41,2.0,0.0,1.0,0.0,1.0
71729,8.24,2.0,0.0,4.0,0.0,8.0
71730,5.46,2.0,0.0,2.0,0.0,4.0
71734,6.28,1.0,0.0,2.0,0.0,6.0
71736,6.25,4.0,0.0,1.0,0.0,12.0
71741,5.6,5.0,0.0,2.0,0.0,10.0
71742,6.78,2.0,0.0,1.0,0.0,11.0
71745,9.79,2.0,0.0,2.0,0.0,5.0
71747,5.89,1.0,0.0,3.0,0.0,12.0
71749,5.16,1.0,0.0,5.0,0.0,7.0
71773,7.1,1.0,0.0,1.0,0.0,3.0
71774,6.29,2.0,0.0,1.0,0.0,3.0
71787,5.88,4.0,0.0,4.0,0.0,10.0
71799,7.49,1.0,0.0,2.0,0.0,7.0
71803,5.76,2.0,0.0,5.0,0.0,11.0
71804,8.89,1.0,0.0,4.0,0.0,10.0
71807,8.63,1.0,0.0,1.0,0.0,10.0
71813,5.1,2.0,0.0,4.0,0.0,11.0
71814,9.72,3.0,0.0,1.0,0.0,10.0
71819,7.25,3.0,0.0,4.0,0.0,6.0
71822,5.6,4.0,0.0,1.0,0.0,12.0
71824,9.31,1.0,0.0,1.0,0.0,7.0
71832,5.08,1.0,0.0,2.0,0.0,6.0
71836,9.91,5.0,0.0,1.0,0.0,7.0
71837,5.38,3.0,0.0,2.0,0.0,7.0
71838,5.7,4.0,0.0,1.0,0.0,11.0
71841,5.61,5.0,0.0,2.0,0.0,7.0
71843,5.52,3.0,0.0,3.0,0.0,12.0
71849,6.78,2.0,0.0,3.0,0.0,11.0
71862,9.44,3.0,0.0,2.0,0.0,12.0
71864,7.39,2.0,0.0,3.0,0.0,7.0
71874,8.58,5.0,0.0,1.0,0.0,2.0
71875,8.89,1.0,0.0,4.0,0.0,10.0
71878,9.33,4.0,0.0,4.0,0.0,10.0
71882,6.02,1.0,0.0,4.0,0.0,3.0
71883,8.29,3.0,0.0,1.0,0.0,5.0
71887,5.26,4.0,0.0,3.0,0.0,8.0
71894,7.25,5.0,0.0,5.0,0.0,11.0
71895,8.14,1.0,0.0,1.0,0.0,4.0
71897,8.08,5.0,0.0,2.0,0.0,10.0
71900,8.96,4.0,0.0,2.0,0.0,7.0
71903,5.58,3.0,0.0,2.0,0.0,8.0
71907,6.51,3.0,0.0,2.0,0.0,6.0
71909,7.17,3.0,0.0,4.0,0.0,10.0
71912,5.74,3.0,0.0,1.0,0.0,12.0
71918,9.21,4.0,0.0,2.0,0.0,11.0
71922,8.28,1.0,0.0,3.0,0.0,10.0
71926,8.91,1.0,0.0,4.0,0.0,0.0
71934,5.16,3.0,0.0,1.0,0.0,9.0
71935,8.25,4.0,0.0,3.0,0.0,12.0
71937,9.72,2.0,0.0,3.0,0.0,4.0
71939,9.67,1.0,0.0,4.0,0.0,0.0
71941,5.38,3.0,0.0,3.0,0.0,6.0
71942,8.49,3.0,0.0,1.0,0.0,11.0
71944,8.58,5.0,0.0,5.0,0.0,2.0
71945,7.82,5.0,0.0,1.0,0.0,6.0
71954,9.11,3.0,0.0,2.0,0.0,8.0
71962,5.17,4.0,0.0,4.0,0.0,6.0
71966,7.22,5.0,0.0,5.0,0.0,0.0
71985,8.21,2.0,0.0,5.0,0.0,9.0
71986,9.94,2.0,0.0,4.0,0.0,5.0
71987,8.59,5.0,0.0,5.0,0.0,10.0
71988,8.7,4.0,0.0,5.0,0.0,3.0
71989,8.91,4.0,0.0,1.0,0.0,10.0
71990,6.51,5.0,0.0,1.0,0.0,8.0
72005,6.25,2.0,0.0,5.0,0.0,3.0
72007,9.74,1.0,0.0,5.0,0.0,0.0
72008,5.76,4.0,0.0,2.0,0.0,7.0
72023,7.77,4.0,0.0,2.0,0.0,10.0
72034,9.12,5.0,0.0,5.0,0.0,9.0
72035,8.38,2.0,0.0,4.0,0.0,5.0
72040,9.93,5.0,0.0,2.0,0.0,9.0
72043,7.09,4.0,0.0,3.0,0.0,0.0
72047,7.51,5.0,0.0,4.0,0.0,8.0
72050,8.95,4.0,0.0,3.0,0.0,9.0
72052,7.75,5.0,0.0,4.0,0.0,8.0
72061,6.99,3.0,0.0,4.0,0.0,8.0
72069,8.91,3.0,0.0,3.0,0.0,2.0
72080,9.86,5.0,0.0,5.0,0.0,8.0
72083,8.62,5.0,0.0,1.0,0.0,11.0
72085,8.7,4.0,0.0,3.0,0.0,10.0
72087,9.21,5.0,0.0,2.0,0.0,6.0
72091,6.79,5.0,0.0,1.0,0.0,9.0
72117,9.72,1.0,0.0,5.0,0.0,1.0
72118,6.84,5.0,0.0,1.0,0.0,10.0
72123,6.03,1.0,0.0,1.0,0.0,2.0
72124,7.39,1.0,0.0,2.0,0.0,5.0
72126,9.31,5.0,0.0,3.0,0.0,12.0
72127,6.74,1.0,0.0,2.0,0.0,0.0
72130,5.08,1.0,0.0,3.0,0.0,7.0
72135,8.62,2.0,0.0,2.0,0.0,4.0
72136,9.95,4.0,0.0,5.0,0.0,0.0
72144,9.47,5.0,0.0,1.0,0.0,5.0
72157,6.86,5.0,0.0,1.0,0.0,12.0
72166,9.05,4.0,0.0,1.0,0.0,7.0
72168,5.88,1.0,0.0,5.0,0.0,5.0
72169,7.14,4.0,0.0,3.0,0.0,4.0
72172,9.96,1.0,0.0,4.0,0.0,4.0
72177,5.65,2.0,0.0,5.0,0.0,2.0
72181,5.6,5.0,0.0,3.0,0.0,6.0
72183,5.66,4.0,0.0,5.0,0.0,8.0
72195,6.1,5.0,0.0,2.0,0.0,12.0
72202,8.54,4.0,0.0,5.0,0.0,10.0
72204,9.24,4.0,0.0,2.0,0.0,0.0
72205,9.19,3.0,0.0,2.0,0.0,12.0
72216,7.91,5.0,0.0,2.0,0.0,1.0
72219,7.83,1.0,0.0,1.0,0.0,3.0
72221,9.46,2.0,0.0,4.0,0.0,11.0
72225,5.74,3.0,0.0,4.0,0.0,10.0
72226,8.96,5.0,0.0,1.0,0.0,11.0
72231,8.91,5.0,0.0,2.0,0.0,10.0
72234,5.64,2.0,0.0,4.0,0.0,9.0
72235,7.88,4.0,0.0,5.0,0.0,11.0
72241,6.79,5.0,0.0,4.0,0.0,10.0
72242,6.1,4.0,0.0,2.0,0.0,4.0
72246,9.87,5.0,0.0,3.0,0.0,7.0
72248,9.56,3.0,0.0,3.0,0.0,11.0
72249,9.94,4.0,0.0,2.0,0.0,8.0
72250,6.89,3.0,0.0,3.0,0.0,12.0
72252,8.14,1.0,0.0,4.0,0.0,4.0
72258,8.52,3.0,0.0,4.0,0.0,11.0
72259,7.7,3.0,0.0,2.0,0.0,10.0
72262,9.41,5.0,0.0,3.0,0.0,2.0
72267,9.85,2.0,0.0,3.0,0.0,8.0
72274,8.74,5.0,0.0,1.0,0.0,10.0
72276,9.89,1.0,0.0,4.0,0.0,10.0
72277,7.03,3.0,0.0,1.0,0.0,10.0
72280,7.53,4.0,0.0,4.0,0.0,8.0
72291,9.44,3.0,0.0,3.0,0.0,11.0
72293,7.7,5.0,0.0,1.0,0.0,7.0
72311,7.09,4.0,0.0,2.0,0.0,2.0
72314,7.64,3.0,0.0,4.0,0.0,6.0
72320,8.9,1.0,0.0,5.0,0.0,12.0
72330,7.77,5.0,0.0,5.0,0.0,11.0
72331,9.49,2.0,0.0,2.0,0.0,4.0
72337,6.89,2.0,0.0,3.0,0.0,11.0
72345,5.66,3.0,0.0,3.0,0.0,6.0
72347,6.42,1.0,0.0,5.0,0.0,6.0
72357,8.59,5.0,0.0,2.0,0.0,2.0
72361,9.96,4.0,0.0,2.0,0.0,7.0
72363,9.44,1.0,0.0,3.0,0.0,7.0
72368,9.63,3.0,0.0,2.0,0.0,11.0
72369,6.37,4.0,0.0,1.0,0.0,6.0
72371,6.74,1.0,0.0,2.0,0.0,2.0
72387,6.38,4.0,0.0,4.0,0.0,11.0
72393,5.64,3.0,0.0,1.0,0.0,11.0
72408,6.16,3.0,0.0,4.0,0.0,4.0
72409,5.16,3.0,0.0,4.0,0.0,9.0
72410,6.17,4.0,0.0,1.0,0.0,0.0
72411,7.1,3.0,0.0,5.0,0.0,2.0
72413,7.21,4.0,0.0,1.0,0.0,11.0
72414,8.14,5.0,0.0,3.0,0.0,7.0
72416,8.38,3.0,0.0,4.0,0.0,4.0
72421,6.39,3.0,0.0,3.0,0.0,6.0
72423,9.33,4.0,0.0,2.0,0.0,12.0
72427,6.26,1.0,0.0,2.0,0.0,12.0
72432,5.16,4.0,0.0,4.0,0.0,10.0
72433,8.74,2.0,0.0,4.0,0.0,11.0
72446,7.83,3.0,0.0,3.0,0.0,6.0
72459,9.97,3.0,0.0,3.0,0.0,1.0
72467,7.91,4.0,0.0,1.0,0.0,8.0
72471,5.85,5.0,0.0,1.0,0.0,12.0
72475,7.48,1.0,0.0,1.0,0.0,10.0
72480,7.25,4.0,0.0,5.0,0.0,10.0
72485,9.93,1.0,0.0,3.0,0.0,11.0
72486,5.08,5.0,0.0,2.0,0.0,10.0
72519,7.15,3.0,0.0,4.0,0.0,11.0
72524,7.88,1.0,0.0,2.0,0.0,0.0
72527,5.17,3.0,0.0,2.0,0.0,4.0
72528,6.21,4.0,0.0,2.0,0.0,10.0
72531,5.47,5.0,0.0,3.0,0.0,10.0
72535,6.1,3.0,0.0,4.0,0.0,8.0
72541,6.99,3.0,0.0,3.0,0.0,10.0
72553,7.1,4.0,0.0,5.0,0.0,5.0
72554,5.79,1.0,0.0,2.0,0.0,2.0
72562,5.11,5.0,0.0,3.0,0.0,7.0
72567,9.91,3.0,0.0,4.0,0.0,0.0
72579,9.96,4.0,0.0,2.0,0.0,8.0
72581,5.74,3.0,0.0,4.0,0.0,5.0
72585,8.74,3.0,0.0,1.0,0.0,0.0
72591,7.52,3.0,0.0,3.0,0.0,9.0
72605,6.79,4.0,0.0,2.0,0.0,7.0
72622,6.78,3.0,0.0,1.0,0.0,3.0
72625,9.88,1.0,0.0,3.0,0.0,10.0
72629,9.96,2.0,0.0,1.0,0.0,4.0
72635,8.61,1.0,0.0,2.0,0.0,4.0
72641,5.79,2.0,0.0,1.0,0.0,10.0
72644,8.54,5.0,0.0,3.0,0.0,6.0
72646,9.05,3.0,0.0,3.0,0.0,7.0
72653,8.9,1.0,0.0,1.0,0.0,0.0
72656,8.04,5.0,0.0,4.0,0.0,6.0
72658,9.43,4.0,0.0,3.0,0.0,4.0
72659,7.53,4.0,0.0,2.0,0.0,11.0
72670,6.47,4.0,0.0,4.0,0.0,8.0
72674,6.29,3.0,0.0,2.0,0.0,0.0
72680,5.16,5.0,0.0,5.0,0.0,12.0
72683,9.43,1.0,0.0,1.0,0.0,12.0
72684,6.03,1.0,0.0,2.0,0.0,6.0
72687,8.09,5.0,0.0,5.0,0.0,12.0
72693,8.39,5.0,0.0,5.0,0.0,8.0
72698,9.97,4.0,0.0,2.0,0.0,11.0
72699,8.58,1.0,0.0,5.0,0.0,7.0
72700,7.87,4.0,0.0,4.0,0.0,10.0
72715,7.25,3.0,0.0,4.0,0.0,2.0
72717,8.58,5.0,0.0,2.0,0.0,11.0
72727,7.38,4.0,0.0,4.0,0.0,6.0
72729,6.42,1.0,0.0,1.0,0.0,11.0
72734,9.71,4.0,0.0,1.0,0.0,12.0
72737,5.32,5.0,0.0,2.0,0.0,8.0
72738,9.26,2.0,0.0,1.0,0.0,9.0
72740,7.51,1.0,0.0,1.0,0.0,10.0
72752,8.11,1.0,0.0,3.0,0.0,2.0
72755,7.94,2.0,0.0,1.0,0.0,1.0
72758,6.05,5.0,0.0,4.0,0.0,8.0
72766,6.83,1.0,0.0,1.0,0.0,7.0
72769,8.65,3.0,0.0,3.0,0.0,11.0
72770,5.72,5.0,0.0,2.0,0.0,4.0
72773,7.88,3.0,0.0,3.0,0.0,8.0
72779,7.53,3.0,0.0,1.0,0.0,9.0
72786,6.03,5.0,0.0,1.0,0.0,10.0
72790,5.12,3.0,0.0,3.0,0.0,7.0
72794,6.69,4.0,0.0,1.0,0.0,0.0
72803,5.65,2.0,0.0,3.0,0.0,10.0
72806,9.21,3.0,0.0,3.0,0.0,11.0
72808,8.54,1.0,0.0,4.0,0.0,0.0
72812,8.04,4.0,0.0,1.0,0.0,12.0
72815,9.93,1.0,0.0,4.0,0.0,1.0
72827,6.1,3.0,0.0,3.0,0.0,10.0
72828,7.09,3.0,0.0,3.0,0.0,6.0
72831,6.38,2.0,0.0,3.0,0.0,0.0
72836,8.65,5.0,0.0,1.0,0.0,10.0
72837,8.25,4.0,0.0,3.0,0.0,10.0
72843,9.96,1.0,0.0,1.0,0.0,6.0
72848,7.9,1.0,0.0,1.0,0.0,6.0
72852,7.5,1.0,0.0,3.0,0.0,0.0
72857,6.25,4.0,0.0,4.0,0.0,12.0
72858,9.42,2.0,0.0,1.0,0.0,2.0
72863,6.0,5.0,0.0,3.0,0.0,1.0
72867,7.53,3.0,0.0,2.0,0.0,2.0
72876,7.25,1.0,0.0,3.0,0.0,10.0
72879,9.72,1.0,0.0,4.0,0.0,0.0
72884,5.08,5.0,0.0,2.0,0.0,6.0
72885,8.58,5.0,0.0,3.0,0.0,10.0
72899,8.62,3.0,0.0,4.0,0.0,12.0
72905,7.37,1.0,0.0,5.0,0.0,8.0
72907,5.56,2.0,0.0,3.0,0.0,8.0
72912,8.03,5.0,0.0,4.0,0.0,5.0
72914,7.09,3.0,0.0,4.0,0.0,0.0
72924,9.93,1.0,0.0,4.0,0.0,9.0
72929,7.74,3.0,0.0,3.0,0.0,10.0
72930,9.72,4.0,0.0,2.0,0.0,1.0
72936,9.54,1.0,0.0,5.0,0.0,9.0
72938,5.88,5.0,0.0,3.0,0.0,6.0
72951,7.83,5.0,0.0,1.0,0.0,7.0
72958,6.84,3.0,0.0,1.0,0.0,10.0
72963,5.75,2.0,0.0,5.0,0.0,2.0
72967,5.14,3.0,0.0,2.0,0.0,1.0
72972,9.96,3.0,0.0,4.0,0.0,9.0
72977,7.82,1.0,0.0,1.0,0.0,10.0
72978,6.78,4.0,0.0,2.0,0.0,11.0
72983,6.03,4.0,0.0,4.0,0.0,10.0
72988,7.08,3.0,0.0,4.0,0.0,10.0
72998,5.82,2.0,0.0,5.0,0.0,1.0
72999,9.21,3.0,0.0,1.0,0.0,11.0
73005,6.59,1.0,0.0,2.0,0.0,11.0
73013,5.42,1.0,0.0,3.0,0.0,3.0
73016,6.78,4.0,0.0,4.0,0.0,10.0
73017,9.89,3.0,0.0,3.0,0.0,9.0
73019,6.82,1.0,0.0,2.0,0.0,9.0
73020,9.63,5.0,0.0,2.0,0.0,2.0
73027,8.24,2.0,0.0,3.0,0.0,8.0
73031,7.47,3.0,0.0,4.0,0.0,2.0
73035,7.52,3.0,0.0,1.0,0.0,9.0
73038,9.11,3.0,0.0,4.0,0.0,0.0
73041,8.04,3.0,0.0,2.0,0.0,12.0
73045,9.93,4.0,0.0,2.0,0.0,10.0
73046,8.46,5.0,0.0,4.0,0.0,11.0
73051,6.16,5.0,0.0,3.0,0.0,12.0
73052,5.16,4.0,0.0,4.0,0.0,8.0
73057,7.46,3.0,0.0,3.0,0.0,9.0
73060,8.35,1.0,0.0,4.0,0.0,9.0
73062,8.24,5.0,0.0,2.0,0.0,0.0
73063,5.85,3.0,0.0,4.0,0.0,2.0
73066,6.42,4.0,0.0,4.0,0.0,12.0
73068,5.74,5.0,0.0,1.0,0.0,9.0
73074,8.04,5.0,0.0,1.0,0.0,6.0
73078,7.88,5.0,0.0,5.0,0.0,10.0
73085,7.72,3.0,0.0,5.0,0.0,0.0
73087,7.74,5.0,0.0,4.0,0.0,8.0
73095,9.24,3.0,0.0,1.0,0.0,11.0
73098,7.09,3.0,0.0,2.0,0.0,0.0
73099,8.95,4.0,0.0,1.0,0.0,8.0
73100,7.03,5.0,0.0,2.0,0.0,8.0
73104,5.48,5.0,0.0,4.0,0.0,7.0
73106,8.59,5.0,0.0,3.0,0.0,10.0
73108,8.04,5.0,0.0,2.0,0.0,2.0
73111,8.52,3.0,0.0,2.0,0.0,0.0
73118,9.72,2.0,0.0,5.0,0.0,4.0
73121,7.1,3.0,0.0,4.0,0.0,4.0
73129,5.42,5.0,0.0,2.0,0.0,11.0
73133,6.83,1.0,0.0,5.0,0.0,1.0
73135,8.14,4.0,0.0,2.0,0.0,1.0
73136,9.21,4.0,0.0,2.0,0.0,4.0
73139,9.98,2.0,0.0,3.0,0.0,6.0
73143,6.16,5.0,0.0,2.0,0.0,6.0
73144,9.05,4.0,0.0,4.0,0.0,5.0
73148,6.59,2.0,0.0,4.0,0.0,4.0
73152,9.72,2.0,0.0,5.0,0.0,8.0
73155,7.02,1.0,0.0,3.0,0.0,12.0
73158,9.84,4.0,0.0,3.0,0.0,10.0
73159,7.77,3.0,0.0,2.0,0.0,10.0
73167,6.16,3.0,0.0,1.0,0.0,11.0
73169,7.8,4.0,0.0,2.0,0.0,11.0
73170,9.16,1.0,0.0,4.0,0.0,8.0
73172,6.56,5.0,0.0,3.0,0.0,5.0
73174,8.17,3.0,0.0,3.0,0.0,6.0
73175,7.64,5.0,0.0,3.0,0.0,12.0
73176,9.92,1.0,0.0,3.0,0.0,2.0
73185,7.94,2.0,0.0,1.0,0.0,9.0
73189,7.37,4.0,0.0,1.0,0.0,12.0
73191,6.69,2.0,0.0,3.0,0.0,12.0
73194,8.91,2.0,0.0,4.0,0.0,12.0
73207,9.96,1.0,0.0,3.0,0.0,10.0
73208,5.74,4.0,0.0,3.0,0.0,11.0
73210,7.49,1.0,0.0,2.0,0.0,6.0
73213,7.94,5.0,0.0,3.0,0.0,10.0
73219,8.74,5.0,0.0,2.0,0.0,9.0
73228,7.09,4.0,0.0,2.0,0.0,11.0
73233,9.97,5.0,0.0,2.0,0.0,7.0
73235,7.15,5.0,0.0,2.0,0.0,8.0
73239,9.21,5.0,0.0,1.0,0.0,5.0
73253,8.54,3.0,0.0,1.0,0.0,10.0
73255,9.41,4.0,0.0,5.0,0.0,7.0
73262,8.92,2.0,0.0,2.0,0.0,4.0
73273,9.7,5.0,0.0,4.0,0.0,4.0
73275,7.09,2.0,0.0,3.0,0.0,6.0
73279,6.86,3.0,0.0,1.0,0.0,10.0
73282,8.04,5.0,0.0,2.0,0.0,7.0
73286,8.95,3.0,0.0,3.0,0.0,9.0
73290,8.73,5.0,0.0,4.0,0.0,7.0
73322,9.72,1.0,0.0,2.0,0.0,11.0
73333,5.35,2.0,0.0,4.0,0.0,1.0
73344,7.09,4.0,0.0,2.0,0.0,8.0
73349,9.67,2.0,0.0,5.0,0.0,6.0
73351,9.21,2.0,0.0,2.0,0.0,11.0
73355,8.7,4.0,0.0,4.0,0.0,1.0
73361,9.11,2.0,0.0,5.0,0.0,4.0
73362,7.1,2.0,0.0,5.0,0.0,6.0
73366,6.37,3.0,0.0,2.0,0.0,6.0
73373,5.03,4.0,0.0,5.0,0.0,4.0
73376,5.1,3.0,0.0,4.0,0.0,8.0
73377,5.83,5.0,0.0,4.0,0.0,12.0
73385,9.74,5.0,0.0,4.0,0.0,9.0
73391,7.03,2.0,0.0,4.0,0.0,9.0
73397,5.88,4.0,0.0,4.0,0.0,9.0
73398,7.02,3.0,0.0,2.0,0.0,2.0
73403,8.7,3.0,0.0,4.0,0.0,7.0
73404,9.66,3.0,0.0,5.0,0.0,10.0
73407,9.67,3.0,0.0,4.0,0.0,12.0
73410,5.99,5.0,0.0,3.0,0.0,12.0
73418,7.53,3.0,0.0,1.0,0.0,10.0
73424,9.84,3.0,0.0,4.0,0.0,6.0
73427,5.99,5.0,0.0,4.0,0.0,0.0
73430,6.38,5.0,0.0,4.0,0.0,1.0
73443,8.4,1.0,0.0,2.0,0.0,12.0
73446,8.04,4.0,0.0,5.0,0.0,10.0
73453,5.83,2.0,0.0,4.0,0.0,2.0
73460,5.82,3.0,0.0,1.0,0.0,6.0
73463,7.53,3.0,0.0,4.0,0.0,8.0
73464,5.83,3.0,0.0,3.0,0.0,6.0
73472,7.25,3.0,0.0,1.0,0.0,10.0
73478,6.27,4.0,0.0,1.0,0.0,9.0
73479,8.81,5.0,0.0,2.0,0.0,12.0
73485,9.29,2.0,0.0,1.0,0.0,10.0
73487,9.96,3.0,0.0,2.0,0.0,8.0
73491,7.08,4.0,0.0,4.0,0.0,0.0
73497,6.33,1.0,0.0,3.0,0.0,6.0
73498,8.95,4.0,0.0,3.0,0.0,11.0
73499,5.6,1.0,0.0,4.0,0.0,4.0
73504,8.17,3.0,0.0,4.0,0.0,8.0
73506,8.14,5.0,0.0,2.0,0.0,7.0
73510,7.27,2.0,0.0,2.0,0.0,11.0
73512,7.08,1.0,0.0,3.0,0.0,4.0
73520,9.21,5.0,0.0,3.0,0.0,10.0
73524,6.75,5.0,0.0,2.0,0.0,11.0
73532,7.38,4.0,0.0,2.0,0.0,7.0
73536,9.56,2.0,0.0,3.0,0.0,12.0
73547,7.77,4.0,0.0,2.0,0.0,2.0
73548,7.38,5.0,0.0,5.0,0.0,10.0
73553,5.74,5.0,0.0,3.0,0.0,6.0
73555,5.12,4.0,0.0,1.0,0.0,9.0
73562,5.99,1.0,0.0,4.0,0.0,9.0
73566,8.0,3.0,0.0,1.0,0.0,10.0
73573,7.1,3.0,0.0,3.0,0.0,12.0
73575,6.17,1.0,0.0,4.0,0.0,8.0
73580,9.56,2.0,0.0,2.0,0.0,9.0
73581,7.28,3.0,0.0,4.0,0.0,6.0
73584,8.04,5.0,0.0,4.0,0.0,1.0
73585,9.44,1.0,0.0,3.0,0.0,10.0
73586,9.79,3.0,0.0,4.0,0.0,11.0
73600,9.56,1.0,0.0,5.0,0.0,10.0
73606,6.83,5.0,0.0,3.0,0.0,1.0
73615,8.56,1.0,0.0,4.0,0.0,9.0
73618,9.89,3.0,0.0,2.0,0.0,10.0
73623,6.88,5.0,0.0,3.0,0.0,12.0
73626,9.69,3.0,0.0,2.0,0.0,0.0
73636,7.48,5.0,0.0,2.0,0.0,6.0
73640,7.64,4.0,0.0,2.0,0.0,12.0
73649,7.38,3.0,0.0,1.0,0.0,8.0
73652,5.16,4.0,0.0,4.0,0.0,12.0
73655,6.03,4.0,0.0,3.0,0.0,3.0
73680,9.7,3.0,0.0,1.0,0.0,6.0
73685,8.35,5.0,0.0,1.0,0.0,10.0
73686,5.88,5.0,0.0,4.0,0.0,12.0
73689,5.16,5.0,0.0,1.0,0.0,3.0
73690,6.47,5.0,0.0,3.0,0.0,11.0
73696,9.91,2.0,0.0,4.0,0.0,5.0
73703,9.44,5.0,0.0,2.0,0.0,11.0
73708,8.04,5.0,0.0,5.0,0.0,12.0
73717,7.03,4.0,0.0,5.0,0.0,10.0
73718,9.33,3.0,0.0,2.0,0.0,12.0
73722,7.49,4.0,0.0,3.0,0.0,5.0
73726,6.23,2.0,0.0,3.0,0.0,0.0
73727,7.6,5.0,0.0,5.0,0.0,9.0
73729,5.37,4.0,0.0,4.0,0.0,7.0
73741,6.78,5.0,0.0,1.0,0.0,8.0
73748,9.46,4.0,0.0,4.0,0.0,10.0
73759,8.03,3.0,0.0,1.0,0.0,8.0
73769,6.33,5.0,0.0,1.0,0.0,9.0
73775,6.99,2.0,0.0,3.0,0.0,11.0
73782,5.11,4.0,0.0,1.0,0.0,6.0
73785,7.35,4.0,0.0,3.0,0.0,6.0
73790,8.79,2.0,0.0,1.0,0.0,7.0
73791,9.24,5.0,0.0,4.0,0.0,6.0
73794,5.76,3.0,0.0,5.0,0.0,8.0
73799,6.78,5.0,0.0,1.0,0.0,0.0
73803,5.59,4.0,0.0,3.0,0.0,10.0
73804,7.26,2.0,0.0,3.0,0.0,8.0
73805,8.21,1.0,0.0,3.0,0.0,2.0
73812,7.15,2.0,0.0,5.0,0.0,1.0
73821,5.83,5.0,0.0,5.0,0.0,10.0
73825,5.64,4.0,0.0,1.0,0.0,10.0
73831,5.89,1.0,0.0,5.0,0.0,8.0
73843,5.37,1.0,0.0,3.0,0.0,9.0
73845,9.84,3.0,0.0,1.0,0.0,11.0
73859,6.59,5.0,0.0,2.0,0.0,11.0
73868,5.58,3.0,0.0,2.0,0.0,6.0
73872,7.52,5.0,0.0,3.0,0.0,6.0
73881,8.69,4.0,0.0,3.0,0.0,12.0
73888,9.6,2.0,0.0,4.0,0.0,7.0
73906,7.28,4.0,0.0,2.0,0.0,12.0
73907,9.89,2.0,0.0,4.0,0.0,10.0
73919,9.93,1.0,0.0,1.0,0.0,9.0
73923,9.89,5.0,0.0,4.0,0.0,3.0
73924,8.94,5.0,0.0,4.0,0.0,12.0
73947,7.15,3.0,0.0,1.0,0.0,9.0
73948,9.11,1.0,0.0,5.0,0.0,11.0
73950,5.35,4.0,0.0,4.0,0.0,10.0
73952,9.91,1.0,0.0,2.0,0.0,8.0
73954,7.51,1.0,0.0,3.0,0.0,10.0
73956,7.22,2.0,0.0,3.0,0.0,10.0
73963,5.71,2.0,0.0,4.0,0.0,5.0
73967,7.5,3.0,0.0,3.0,0.0,12.0
73969,5.27,3.0,0.0,4.0,0.0,11.0
73981,8.04,5.0,0.0,4.0,0.0,6.0
73987,9.02,3.0,0.0,2.0,0.0,4.0
73990,8.88,2.0,0.0,4.0,0.0,3.0
73994,6.1,4.0,0.0,3.0,0.0,4.0
73999,6.0,5.0,0.0,1.0,0.0,9.0
74002,9.71,3.0,0.0,1.0,0.0,3.0
74006,5.88,5.0,0.0,2.0,0.0,11.0
74007,6.89,1.0,0.0,3.0,0.0,6.0
74012,5.27,4.0,0.0,2.0,0.0,2.0
74014,7.82,1.0,0.0,4.0,0.0,0.0
74018,7.7,2.0,0.0,3.0,0.0,11.0
74022,6.99,5.0,0.0,1.0,0.0,6.0
74029,8.64,2.0,0.0,5.0,0.0,9.0
74034,9.19,1.0,0.0,1.0,0.0,5.0
74038,9.93,4.0,0.0,2.0,0.0,11.0
74047,8.62,5.0,0.0,1.0,0.0,8.0
74050,9.21,2.0,0.0,2.0,0.0,10.0
74054,9.66,3.0,0.0,1.0,0.0,5.0
74057,6.78,3.0,0.0,5.0,0.0,9.0
74059,8.5,3.0,0.0,3.0,0.0,8.0
74063,6.74,1.0,0.0,1.0,0.0,2.0
74069,8.7,2.0,0.0,2.0,0.0,12.0
74070,9.24,4.0,0.0,2.0,0.0,3.0
74072,8.59,3.0,0.0,3.0,0.0,10.0
74076,7.71,2.0,0.0,4.0,0.0,10.0
74085,5.47,2.0,0.0,2.0,0.0,11.0
74088,8.73,3.0,0.0,4.0,0.0,10.0
